0|0|0|183|183|183|"Wet"|"235993551"|"148137748"
0|0|0|183|183|183|"Wet"|"235993549"|"148137746"
0|0|0|183|183|183|"Wet"|"235993548"|"148137745"
0|0|0|183|183|183|"Wet"|"235993554"|"148137750"
0|0|0|183|183|183|"Wet"|"235993553"|"148137749"
0|0|0|183|183|183|"Wet"|"235993555"|"148137751"
0|0|0|15|38|61||"235995333"|"148138641"
15|38|61|183|183|183|"Wet"|"235995333"|"148138642"
0|0|0|15|38|61||"235995332"|"148138639"
15|38|61|183|183|183|"Wet"|"235995332"|"148138640"
0|0|0|15|38|61||"235995336"|"148138643"
15|38|61|183|183|183|"Wet"|"235995336"|"148138644"
0|0|0|15|38|61||"235995329"|"148138635"
15|38|61|183|183|183|"Wet"|"235995329"|"148138636"
0|0|0|15|38|61||"235995331"|"148138637"
15|38|61|183|183|183|"Wet"|"235995331"|"148138638"
107|122|152|183|183|183||"235995357"|"148138654"
0|0|0|15|38|61||"235995357"|"148138655"
15|38|61|107|122|152|"Wet"|"235995357"|"148138656"
107|122|152|183|183|183||"235995356"|"148138651"
0|0|0|15|38|61||"235995356"|"148138652"
15|38|61|107|122|152|"Wet"|"235995356"|"148138653"
107|122|152|183|183|183||"235995360"|"148138657"
0|0|0|15|38|61||"235995360"|"148138658"
15|38|61|107|122|152|"Wet"|"235995360"|"148138659"
107|122|152|183|183|183||"235995353"|"148138645"
0|0|0|15|38|61||"235995353"|"148138646"
15|38|61|107|122|152|"Wet"|"235995353"|"148138647"
107|122|152|183|183|183||"235995355"|"148138648"
0|0|0|15|38|61||"235995355"|"148138649"
15|38|61|107|122|152|"Wet"|"235995355"|"148138650"
0|0|0|46|69|91||"235994740"|"148138332"
46|69|91|183|183|183|"Wet"|"235994740"|"148138333"
0|0|0|46|69|91||"235994739"|"148138330"
46|69|91|183|183|183|"Wet"|"235994739"|"148138331"
0|0|0|46|69|91||"235994743"|"148138334"
46|69|91|183|183|183|"Wet"|"235994743"|"148138335"
0|0|0|46|69|91||"235994736"|"148138326"
46|69|91|183|183|183|"Wet"|"235994736"|"148138327"
0|0|0|46|69|91||"235994738"|"148138328"
46|69|91|183|183|183|"Wet"|"235994738"|"148138329"
0|0|0|15|38|61||"235994776"|"148138352"
15|38|61|183|183|183|"Wet"|"235994776"|"148138353"
0|0|0|15|38|61||"235994775"|"148138350"
15|38|61|183|183|183|"Wet"|"235994775"|"148138351"
0|0|0|15|38|61||"235994779"|"148138354"
15|38|61|183|183|183|"Wet"|"235994779"|"148138355"
0|0|0|15|38|61||"235994772"|"148138346"
15|38|61|183|183|183|"Wet"|"235994772"|"148138347"
0|0|0|15|38|61||"235994774"|"148138348"
15|38|61|183|183|183|"Wet"|"235994774"|"148138349"
61|91|107|183|183|183||"235994788"|"148138365"
0|0|0|15|38|61||"235994788"|"148138366"
15|38|61|61|91|107|"Wet"|"235994788"|"148138367"
61|91|107|183|183|183||"235994787"|"148138362"
0|0|0|15|38|61||"235994787"|"148138363"
15|38|61|61|91|107|"Wet"|"235994787"|"148138364"
61|91|107|183|183|183||"235994791"|"148138368"
0|0|0|15|38|61||"235994791"|"148138369"
15|38|61|61|91|107|"Wet"|"235994791"|"148138370"
0|0|0|15|38|61||"235994784"|"148138357"
61|91|107|183|183|183||"235994784"|"148138356"
15|38|61|61|91|107|"Wet"|"235994784"|"148138358"
61|91|107|183|183|183||"235994786"|"148138359"
0|0|0|15|38|61||"235994786"|"148138360"
15|38|61|61|91|107|"Wet"|"235994786"|"148138361"
0|0|0|0|7|15|"Moist"|"235994196"|"148138062"
0|7|15|183|183|183|"Wet"|"235994196"|"148138063"
0|0|0|0|7|15|"Moist"|"235994197"|"148138064"
0|7|15|183|183|183|"Wet"|"235994197"|"148138065"
0|0|0|0|7|15|"Moist"|"235994199"|"148138068"
0|7|15|183|183|183|"Wet"|"235994199"|"148138069"
0|0|0|0|7|15|"Moist"|"235994198"|"148138066"
0|7|15|183|183|183|"Wet"|"235994198"|"148138067"
0|0|0|0|7|15|"Moist"|"235994207"|"148138074"
0|7|15|183|183|183|"Wet"|"235994207"|"148138075"
0|0|0|0|7|15|"Moist"|"235994206"|"148138072"
0|7|15|183|183|183|"Wet"|"235994206"|"148138073"
0|0|0|0|7|15|"Moist"|"235994200"|"148138070"
0|7|15|183|183|183|"Wet"|"235994200"|"148138071"
