"Bt"||"B"|||8|17|24|14|33|55|6|16|32|0|0|0|0|0|0|100|100|100|100|100|100|92|96|100|79|85|93|5|18|20|0|1|4|0|2|4|2|4|8|4|6|10|2|5|8|45|55|68|30|37|46|15|18|22|24|27|35|0|0|0|0.5|0.75|1||||1.4|1.5|1.6||||1.61|1.71|1.78|2.67|4.23|9.17|14.11|0.16|0.18|0.2||||29.8|31.2|34.2|15.1|17.2|22.3|38|42|45|1.5|1.9|3|34|37|45|16|18|25|11|15|25|".37"|".37"|0|0|0|0|0|0|0|0|0|0|0|2||||7.3|8.7|12.3|5.8|7.2|12.3|5.1|5.2|6.5||||||||||0.8|7.7|10|||||||||||||||||||||"22552835"|"66692616"
"2Bt"|2|"B"|||14|33|55|50|79|110|36|46|55|0|0|0|0|1|5|91|98|100|80|95|99|71|88|97|54|69|78|15|31|40|0|2|4|0|3|6|3|7|11|8|12|14|3|7|9|30|38|50|16|20|26|14|18|24|27|31|35|0|0|0|0|0.25|0.5||||1.4|1.55|1.7||||1.62|1.77|1.84|2.68|4.23|9.17|14.11|0.07|0.14|0.21||||26.6|32|34.6|14.8|19.8|23.3|29|39|45|2.6|3.6|4.5|36|41|45|19|22|25|7|13|19|".32"|".32"|0|0|0|0|0|0|0|0|0|0|0|2|13.6|16.2|18.4||||8.4|14.3|18.3|5.1|5.6|7.3||||||||||1|6.6|8.7|||||||||||||||||||||"22552835"|"66692617"
"Ap"||"A"|||0|0|0|15|20|25|15|20|25|0|0|0|0|0|0|95|100|100|85|100|100|76|96|100|65|85|93|10|18|30|0|1|4|1|2|2|1|4|9|2|6|17|1|5|14|50|64|75|14|18|56|5|46|48|10|18|24|0|0|0|1|2.5|3||||1.3|1.45|1.6||||1.37|1.52|1.67|2.63|4.23|9.17|14.11|0.17|0.21|0.26||||20.9|27.4|31.6|6.6|13.1|17.9|34|40|48|0.7|1.4|2.3|23|33|40|6|12|16|1|10|16|".43"|".43"|0|0|0|0|0|0|0|0|0|0|0|2|5.4|9.8|13.1||||2.2|8.1|13.1|5.1|6.2|7.3||||||||||0|5|9.2|||||||||||||||||||||"22552836"|"66692618"
"BE"||"BE"|||15|20|25|20|28|48|0|8|23|0|0|0|0|0|0|95|96|100|85|91|100|75|86|100|63|75|90|15|20|30|0|2|2|0|2|4|1|5|5|1|6|10|1|5|8|50|63|75|6|26|31|5|37|46|10|17|24|0|0|0|1|1.5|2||||1.3|1.45|1.6||||1.36|1.51|1.66|2.64|4.23|9.17|14.11|0.17|0.21|0.26||||20.9|26|30.8|6.5|11.3|16.5|34|41|48|0.7|1.3|2.3|23|30|38|6|11|16|1|7|15|".49"|".49"|0|0|0|0|0|0|0|0|0|0|0|2|5.4|9.2|13||||1.9|8|13|5.1|6.2|7.3||||||||||0|4.2|8.6|||||||||||||||||||||"22552836"|"66692619"
"Bt1"||"B"||1|20|28|48|31|36|73|0|8|25|0|0|0|0|0|0|95|97|100|86|92|100|76|85|97|66|75|87|15|20|30|0|3|3|0|3|9|0|4|5|1|5|10|1|5|8|50|55|65|6|22|31|5|33|46|20|25|26|0|0|0|0.5|0.75|1||||1.45|1.55|1.65||||1.55|1.65|1.68|2.66|4.23|9.17|14.11|0.16|0.2|0.24||||25.8|28.9|31.4|11.9|15.1|17.5|33|38|43|1|1.6|1.9|30|36|37|13|17|18|6|11|15|".49"|".49"|0|0|0|0|0|0|0|0|0|0|0|2||||5.9|7.9|8.7|4.4|7.6|8.7|5.1|5.5|7.3||||||||||0|6|8.3|||||||||||||||||||||"22552836"|"66692620"
"2Bt2"|2|"B"||2|31|36|73|40|71|134|9|35|61|0|1|1|0|1|3|91|95|100|77|86|100|69|82|100|61|72|92|10|18|30|0|2|3|1|2|9|0|4|8|0|5|18|1|5|12|35|42|55|12|17|18|6|25|36|35|40|45|0|0|0|0.5|0.75|1||||1.45|1.55|1.65||||1.66|1.76|1.86|2.68|4.23|9.17|14.11|0.07|0.14|0.21||||27.7|31.9|37.6|18.1|22.1|29.2|30|36|44|4.1|4.8|6.6|45|48|55|25|27|32|13|19|33|".32"|".32"|0|0|0|0|0|0|0|0|0|0|0|2|18.4|20.1|23.9||||12.6|18.2|23.7|5.1|6.2|7.3||||||||||2.3|6|10.2|||||||||||||||||||||"22552836"|"66692621"
"2BCt"|2|"BC"|||40|71|134|61|91|159|0|20|25|0|1|1|0|1|3|88|92|100|72|82|100|57|72|95|43|57|78|25|33.5|55|0|5|5|0|5|10|1|7|10|0|8|16|2|8.5|15|30|40.5|50|8|18|27|5|22.5|34|12|26|35|1|1|2|0|0.25|0.5||||1.55|1.65|1.75||||1.65|1.75|1.86|2.68|0.42|0.92|1.41|0.07|0.12|0.17||||18|26.4|35|6|13.8|23.8|25|32|40|0.6|1.7|3.6|22|33|44|6|15|24|0|6|18|".43"|".43"|5|23|40|0|0|0|0|0|0|0|0|2|5.6|11.8|17.4||||38.9|50.5|56.4|7.4|7.8|8.4||||||||||0|0|1.8|||||||||||||||||||||"22552836"|"66692622"
"2Cd"|2|"C"|||61|91|159|200|200|200|41|109|139|0|1|1|0|1|2|89|93|99|74|84|99|60|75|99|41|54|74|30|42|60|0|4|4|0|5|9|5|8|9|2|14|52|2|11|27|28|40.5|50|8|26|32|6|14.5|39|10|17.5|25|2|2|3|0|0.25|0.5||||1.75|1.85|2||||1.81|1.91|2.06|2.68|0.07|0.216|1.41|0.01|0.02|0.03||||13.5|21|28.9|5.6|11.6|19.1|18|26|33|0.4|1|2|20|27|35|4|10|16|0|3|10|".49"|".49"|20|35|50|0|0|0|0|0|0|0|0|2|4.1|8.2|11.7||||42.8|46.9|50.7|7.4|8.1|8.4||||||||||0|0|0.6|||||||||||||||||||||"22552836"|"66692623"
"Btg1"||"B"||1|15|36|44|61|91|102|46|55|58|0|0|0|0|0|0|100|100|100|100|100|100|95|97.5|100|85|90|95|8|12|18|0|0|0|0|1|3|1|3|6|2|4|7|2|4|9|47|55|65|20|37|45|8|18|22|25|33|35|0|0|0|1|1.5|2||||1.4|1.55|1.7||||1.62|1.77|1.84|2.58|4.23|9.17|14.11|0.14|0.16|0.21||||31|34.3|35.3|16.9|22.5|24.4|33|38|44|2.5|4.5|5.4|35|40|45|15|20|25|12|18|26|".32"|".32"|0|0|10|0|0|0|0|0|0|0|0|2|13|20|25||||8|16|22|6.1|6.8|7.8||||||||||0.4|4.1|6.7|||||||||||||||||||||"22552837"|"66692624"
"2Btg2"|2|"B"||2|61|91|102|110|150|180|49|59|78|0|0|0|0|0|1|95|97.5|100|85|92|98|76|86|95|55|65|80|20|34|44|0|1|3|1|3|6|2|8|10|3|13|15|3|9|11|21.5|41|60|15|30|40|6|11|20|20|25|35|0|0|0|0.5|0.75|1||||1.5|1.6|1.7||||1.74|1.84|1.92|2.6|4.23|5.65|7.06|0.12|0.14|0.16||||25.8|29.6|34.6|12.2|16.2|23.5|30|35|40|1.1|2.7|5.2|20|35|50|5|17.5|30|0|9|24|".37"|".37"|0|0|25|0|0|0|0|0|0|0|0|2|9|16|23||||7|14|21|6.6|7.2|8.4||||||||||0|2.3|4.8|||||||||||||||||||||"22552837"|"66692625"
"Ap"||"A"|||0|0|0|15|36|44|15|36|44|0|0|0|0|0|0|100|100|100|100|100|100|90|93|100|82|86|95|10|17|20|1|5|7|0|1|3|0|2|5|2|4|7|2|5|7|46.5|55|62|20|40|50|8|15|20|28|28|35|0|0|0|2|3.5|5||||1.2|1.45|1.65||||1.27|1.52|1.72|2.56|4.23|9.17|14.11|0.12|0.18|0.19||||32.8|33.4|36.4|18.8|20.7|26.5|33|41|50|3.1|4.2|6.2|35|42.5|50|10|20|30|8|18|31|".28"|".28"|0|0|0|0|0|0|0|0|0|0|0|2|15|23|31||||7|16|28|5.6|6.4|7.3||||||||||2.3|6.2|9.8|||||||||||||||||||||"22552837"|"66692626"
"2Cg"|2|"C"|||110|150|180|200|200|200|20|50|90|0|0|0|0|1|1|90|95|100|85|92|98|75|82|90|45|60|70|28|40|60|1|4|6|0|5|7|3|8|10|4|14|18|4|9|11|22.5|43|50|18|32|35|7|11|15|12|17|25|0|0|0|0.1|0.3|0.5||||1.5|1.65|1.75||||1.58|1.73|1.81|2.64|1.41|2.82|4.23|0.02|0.03|0.04||||21.4|25.7|27.7|7.2|11|12.5|29|34|40|0.7|1.3|2.3|15|28|30|7|11|12|0|4|6|".43"|".43"|15|28|40|0|0|0|0|0|0|0|0|2|5|8.5|12||||4|8|11|7.4|8|8.4||||||||||0|0|1.2|||||||||||||||||||||"22552837"|"66692627"
"H1"||"H"||1||0|||38|||38||0|0|0|0|0|0|100|100|100|100|100|100|95|97.5|100|80|90|100||10|||0|||1|||2|||3|||4|||54||||||||30|36|40||||3|5|6||||1.2|1.4|1.6|||||1.6|||4.23|9.17|14.11|0.2|0.23|0.26|||||35.6|||25|||43||3|4.5|5.9|35|45|55|10|20|30|7|19|34|".24"|".24"|0|0|0|0|0|0|0|0|0|0|0|0|24|30|36||||12|21|32|5.6|6.5|7.3||||||||||3.7|7|10.7|||||||||||||||||||||"22552915"|"66692841"
"H2"||"H"||2||38|||66|||28||0|0|0|0|0|0|100|100|100|100|100|100|95|97.5|100|85|92.5|100||8|||0|||0|||3|||2|||3|||52||||||||40|40|45||||1|2|3||||1.4|1.5|1.6|||||1.86|||1.41|2.82|4.23|0.11|0.16|0.2|||||32.1|||24.6|||40||6|7.5|8.9|45|55|65|20|30|40|18|31|46|".32"|".32"|0|0|0|0|0|0|0|0|0|0|0|0|18|25.5|33||||9|18|30|5.6|6.5|7.3||||||||||2.3|5.7|9.3|||||||||||||||||||||"22552915"|"66692842"
"H3"||"H"||3||66|||137|||71||0|0|0|0|0|0|100|100|100|100|100|100|95|97.5|100|70|85|100||8|||0|||0|||3|||2|||3|||52||||||||35|40|42||||0.5|1.25|2||||1.4|1.5|1.6|||||1.71|||1.41|2.82|4.23|0.12|0.15|0.18|||||31.5|||23.6|||41||3|4.5|5.9|20|42.5|65|5|22.5|40|0|19|46|".32"|".32"|0|10|20|0|0|0|0|0|0|0|0|0|15|22|29||||7|17|26|5.6|6.7|7.8||||||||||0.4|4.5|8.5|||||||||||||||||||||"22552915"|"66692843"
"H4"||"H"||4||137|||152|||15||0|0|0|0|0|0|100|100|100|100|100|100|85|92.5|100|70|85|100||40|||1|||2|||12|||14|||11|||35||||||||20|25|30||||0.5|0.75|1||||1.5|1.6|1.7|||||1.83|||1.41|2.82|4.23|0.16|0.18|0.2|||||31.1|||17.1|||37||3|4.5|5.9|20|40|60|0|15|30|0|13|36|".32"|".32"|20|30|40|0|0|0|0|0|0|0|0|0|9|14.5|20||||7|13|18|6.6|7.5|8.4||||||||||0|1.3|4.4|||||||||||||||||||||"22552915"|"66692844"
"H2"||"H"||2||38|||58|||20||0|0|0|0|0|0|100|100|100|100|100|100|85|92.5|100|70|85|100||9|||0|||1|||1|||3|||4|||61||||||||28|30|35||||1|1.5|2||||1.4|1.5|1.6|||||1.71|||4.23|9.17|14.11|0.14|0.18|0.21|||||32.9|||20|||41||3|4.5|5.9|20|42.5|65|5|17.5|30|0|15|38|".37"|".37"|0|0|0|0|0|0|0|0|0|0|0|0|13|19|25||||10|17|22|6.6|7.2|7.8||||||||||0.4|2.8|5.3|||||||||||||||||||||"22552773"|"66692432"
"H3"||"H"||3||58|||79|||21||0|0|0|0|0|0|100|100|100|100|100|100|95|97.5|100|70|85|100||20|||0|||2|||8|||7|||3|||60||||||||15|20|27||||0.5|0.75|1||||1.4|1.5|1.6|||||1.57|||4.23|9.17|14.11|0.15|0.18|0.2|||||28.3|||13|||41||0|1.5|2.9|25|32.5|40|0|7.5|15|0|6|17|".43"|".43"|0|15|30|0|0|0|0|0|0|0|0|0|7|13.5|20||||6|12|18|7.4|7.9|8.4||||||||||0|0|2.2|||||||||||||||||||||"22552773"|"66692433"
"H4"||"H"||4||79|||152|||73||0|0|0|0|1|1|90|95|100|75|87.5|100|55|77.5|100|25|62.5|100||50|||0|||2|||20|||18|||10|||30||||||||15|20|30||||0.5|0.75|1||||1.5|1.6|1.7|||||1.68|||4.23|9.17|14.11|0.08|0.12|0.15|||||26.5|||12.7|||34||0|1.5|2.9|10|30|50|0|12.5|25|0|5|29|".28"|".28"|20|25|30|0|0|0|0|0|0|0|0|0|7|13.5|20||||6|12|18|7.4|7.9|8.4||||||||||0|0|2.2|||||||||||||||||||||"22552773"|"66692434"
"H1"||"H"||1||0|||38|||38||0|0|0|0|0|0|100|100|100|100|100|100|95|97.5|100|85|92.5|100||9|||0|||1|||2|||3|||3|||60||||||||28|31|35||||4|4|6||||1.2|1.4|1.6|||||1.6|||4.23|9.17|14.11|0.21|0.24|0.26|||||34.9|||23.5|||43||3|4.5|5.9|35|45|55|10|20|30|8|20|34|".28"|".28"|0|0|0|0|0|0|0|0|0|0|0|0|21|27|33||||13|23|30|6.1|7|7.8||||||||||2.3|5.5|9|||||||||||||||||||||"22552773"|"66692435"
"H1"||"H"||1||0|||48|||48||0|0|0|0|0|0|100|100|100|100|100|100|95|97.5|100|80|90|100||8|||0|||1|||2|||3|||2|||57||||||||28|35|40||||4|5.5|7||||1.2|1.4|1.6|||||1.6|||1.41|2.82|4.23|0.21|0.22|0.23|||||36.2|||26.2|||42||3|4.5|5.9|35|45|55|10|20|30|7|19|34|".28"|".28"|0|0|0|0|0|0|0|0|0|0|0|0|21|29.5|38||||10|21|34|5.6|6.5|7.3||||||||||3.7|7.3|11.3|||||||||||||||||||||"22552774"|"66692436"
"H2"||"H"||2||48|||127|||79||0|0|0|0|0|0|100|100|100|100|100|100|95|97.5|100|80|90|100||2|||0|||0|||0|||1|||1|||58||||||||35|40|45||||2|3|4||||1.4|1.5|1.6|||||1.71|||0.42|0.92|1.41|0.11|0.16|0.2|||||32.7|||25.8|||40||3|4.5|5.9|40|52.5|65|15|27.5|40|12|27|46|".32"|".32"|0|15|30|0|0|0|0|0|0|0|0|0|18|26.5|35||||11|22|32|6.1|7|7.8||||||||||1.3|4.8|8.5|||||||||||||||||||||"22552774"|"66692437"
"H3"||"H"||3||127|||152|||25||0|0|0|0|0|0|100|100|100|95|97.5|100|95|97.5|100|70|85|100||2|||0|||0|||0|||1|||1|||66||||||||25|32|40||||1|1.5|2||||1.4|1.5|1.6|||||1.71|||1.41|2.82|4.23|0.15|0.18|0.2|||||33.1|||20.9|||40||3|4.5|5.9|25|37.5|50|0|12.5|25|0|11|29|".43"|".43"|10|20|30|0|0|0|0|0|0|0|0|0|12|20|28||||9|18|25|6.6|7.5|8.4||||||||||0|2.1|5.7|||||||||||||||||||||"22552774"|"66692438"
"H1"||"H"||1||0|||28|||28||0|0|0|0|0|0|100|100|100|100|100|100|90|95|100|75|87.5|100||15|||0|||1|||6|||4|||4|||62||||||||20|23|27||||2|3|5||||1.3|1.45|1.6|||||1.52|||4.23|9.17|14.11|0.18|0.21|0.24|||||31.3|||17.3|||42||0|1.5|2.9|25|32.5|40|4|9.5|15|1|8|17|".32"|".32"|0|0|0|0|0|0|0|0|0|0|0|0|16|21|26||||8|16|23|5.6|6.7|7.8||||||||||1|5|8.9|||||||||||||||||||||"22552921"|"66692856"
"H2"||"H"||2||28|||97|||69||0|0|0|0|0|0|100|100|100|100|100|100|90|95|100|75|87.5|100||10|||1|||2|||3|||3|||1|||60||||||||25|30|35||||0.5|1.25|2||||1.4|1.5|1.6|||||1.71|||4.23|9.17|14.11|0.18|0.19|0.2|||||32.7|||19.6|||41||3|4.5|5.9|25|40|55|5|20|35|2|17|39|".37"|".37"|0|0|0|0|0|0|0|0|0|0|0|0|11|18|25||||5|13|22|5.6|6.5|7.3||||||||||1.3|4.6|8.1|||||||||||||||||||||"22552921"|"66692857"
"H3"||"H"||3||97|||132|||35||0|0|0|0|0|0|90|95|100|85|92.5|100|55|75|95|0|37.5|75||14|||1|||1|||3|||4|||5|||66||||||||18|20|27||||0.5|0.75|1||||1.5|1.6|1.7|||||1.68|||4.23|9.17|14.11|0.15|0.17|0.19|||||27.6|||13.3|||36||0|1.5|2.9|0|20|40|0|7.5|15|0|0|11|".49"|".49"|0|10|20|0|0|0|0|0|0|0|0|0|9|14.5|20||||4|11|18|5.6|6.7|7.8||||||||||0|3.5|7.2|||||||||||||||||||||"22552921"|"66692858"
"H4"||"H"||4||132|||152|||20||0|0|0|0|0|0|90|95|100|85|92.5|100|55|77.5|100|0|37.5|75||40|||1|||2|||20|||12|||5|||45||||||||5|15|20||||0.5|0.75|1||||1.5|1.6|1.7|||||1.68|||4.23|9.17|14.11|0.11|0.16|0.2|||||25.2|||10.2|||36||0|1.5|2.9|0|20|40|0|7.5|15|0|0|11|".37"|".37"|15|28|40|0|0|0|0|0|0|0|0|0|7|13.5|20||||3|11|18|5.6|7|8.4||||||||||0|2.5|7.2|||||||||||||||||||||"22552921"|"66692859"
"H1"||"H"||1||0|||28|||28||0|0|0|0|0|0|100|100|100|100|100|100|90|95|100|75|87.5|100||16|||0|||2|||4|||6|||4|||62||||||||20|22|27||||2|3|4||||1.3|1.45|1.6|||||1.52|||4.23|9.17|14.11|0.18|0.21|0.24|||||30.9|||16.7|||42||0|1.5|2.9|25|32.5|40|4|9.5|15|1|8|17|".32"|".32"|0|0|0|0|0|0|0|0|0|0|0|0|12|18|24||||6|13|22|5.6|6.5|7.3||||||||||2|5.2|8.7|||||||||||||||||||||"22552923"|"66692860"
"H2"||"H"||2||28|||86|||58||0|0|0|0|0|0|100|100|100|100|100|100|95|97.5|100|75|87.5|100||10|||0|||1|||2|||3|||4|||59||||||||25|31|35||||0.5|1.25|2||||1.4|1.5|1.6|||||1.71|||4.23|9.17|14.11|0.18|0.19|0.2|||||33.1|||20.2|||41||3|4.5|5.9|25|40|55|5|20|35|2|17|39|".37"|".37"|0|0|0|0|0|0|0|0|0|0|0|0|12|18.5|25||||4|10|18|5.1|5.8|6.5||||||||||3.6|6.5|9.5|||||||||||||||||||||"22552923"|"66692861"
"H3"||"H"||3||86|||135|||49||0|0|0|0|1|1|95|97.5|100|90|95|100|85|90|95|55|67.5|80||45|||3|||5|||10|||17|||10|||28||||||||20|27|32||||0.5|0.75|1||||1.5|1.6|1.7|||||1.83|||1.41|2.82|4.23|0.12|0.14|0.16|||||31.3|||18.5|||36||3|4.5|5.9|35|42.5|50|15|20|25|5|12|21|".32"|".32"|0|8|15|0|0|0|0|0|0|0|0|0|9|15|21||||5|12|19|6.1|6.7|7.3||||||||||1.1|3.5|5.9|||||||||||||||||||||"22552923"|"66692862"
"H4"||"H"||4||135|||152|||17||0|1|1|0|2|3|90|95|100|85|91.5|98|75|82.5|90|45|57.5|70||45|||3|||4|||14|||16|||8|||40||||||||12|15|18||||0.5|0.75|1||||1.7|1.85|2|||||1.94|||0.07|0.74|1.41|0.02|0.03|0.04|||||21.4|||11.4|||26||0|1.5|2.9|15|22.5|30|0|7.5|15|0|1|8|".43"|".43"|5|18|30|0|0|0|0|0|0|0|0|0|7|12|17||||6|11|15|7.4|7.9|8.4||||||||||0|0|1.9|||||||||||||||||||||"22552923"|"66692863"
"H1"||"H"||1||0|||25|||25||0|0|0|0|0|0|100|100|100|100|100|100|90|95|100|75|87.5|100||6|||0|||0|||1|||2|||3|||70||||||||12|24|24||||1|1.5|2||||1.3|1.45|1.6|||||1.52|||4.23|9.17|14.11|0.18|0.21|0.24|||||30.4|||15.9|||42||0|1.5|2.9|25|32.5|40|4|9.5|15|1|8|17|".43"|".43"|0|0|0|0|0|0|0|0|0|0|0|0|7|12.5|18||||1|7|16|4.5|5.9|7.3||||||||||0.3|5.8|11.4|||||||||||||||||||||"22552871"|"66692711"
"H2"||"H"||2||25|||64|||39||0|0|0|0|0|0|100|100|100|100|100|100|90|95|100|75|87.5|100||8|||0|||0|||1|||1|||6|||61||||||||25|31|35||||0.5|0.75|1||||1.4|1.5|1.6|||||1.71|||4.23|9.17|14.11|0.18|0.19|0.2|||||32.7|||19.6|||41||3|4.5|5.9|30|40|50|5|20|35|3|17|37|".43"|".43"|0|0|0|0|0|0|0|0|0|0|0|0|9|15|21|8|13|20|2|6|12|4.5|5.3|6||||||||||3.3|8|12.8|||||||||||||||||||||"22552871"|"66692712"
"H3"||"H"||3||64|||117|||53||0|0|0|0|0|0|95|97.5|100|90|95|100|80|90|100|50|65|80||45|||2|||3|||9|||20|||11|||29||||||||20|26|32||||0.5|0.75|1||||1.5|1.6|1.7|||||1.83|||4.23|9.17|14.11|0.12|0.14|0.16|||||30.6|||17.2|||36||3|4.5|5.9|20|40|60|5|17.5|30|0|9|26|".28"|".28"|0|0|0|0|0|0|0|0|0|0|0|0|9|15|21||||3|10|19|5.1|6.2|7.3||||||||||0.3|5|9.6|||||||||||||||||||||"22552871"|"66692713"
"H4"||"H"||4||117|||170|||53||0|0|0|0|1|1|95|97.5|100|90|94|98|85|90|95|55|67.5|80||40|||2|||2|||12|||20|||4|||37||||||||18|23|27||||0.5|0.75|1||||1.5|1.6|1.7|||||1.68|||1.41|2.82|4.23|0.12|0.14|0.16|||||29|||15.1|||36||0|1.5|2.9|20|35|50|5|17.5|30|0|9|24|".32"|".32"|0|13|25|0|0|0|0|0|0|0|0|0|8|13|18||||6|12|16|6.6|7.2|7.8||||||||||0|1.6|4.6|||||||||||||||||||||"22552871"|"66692714"
"H5"||"H"||5||170|||203|||33||0|1|1|0|2|3|90|95|100|85|91.5|98|75|82.5|90|45|57.5|70||45|||2|||3|||9|||20|||11|||40||||||||12|15|18||||0|0.25|0.5||||1.7|1.85|2|||||1.94|||0.07|0.74|1.41|0.02|0.03|0.04|||||20.6|||10.6|||26||0|1.5|2.9|15|22.5|30|0|7.5|15|0|1|8|".49"|".49"|15|28|40|0|0|0|0|0|0|0|0|0|5|9|13||||4|8|12|7.4|7.9|8.4||||||||||0|0|0.9|||||||||||||||||||||"22552871"|"66692715"
"H1"||"H"||1||0|||41|||41||0|0|0|0|0|0|100|100|100|100|100|100|75|87.5|100|55|70|85||37|||3|||4|||8|||16|||6|||35||||||||28|28|33||||3|4|6||||1.3|1.45|1.6|||||1.65|||4.23|9.17|14.11|0.2|0.23|0.26|||||35.4|||24.6|||41||3|4.5|5.9|30|40|50|10|20|30|3|12|26|".15"|".15"|0|5|10|0|0|0|0|0|0|0|0|0|14|23|32||||9|19|29|6.1|7|7.8||||||||||1.2|4.9|8.9|||||||||||||||||||||"22552777"|"66692443"
"H2"||"H"||2||41|||81|||40||0|0|0|0|0|0|100|100|100|100|100|100|75|87.5|100|55|70|85||30|||3|||4|||6|||9|||8|||43||||||||22|27|35||||1|2|3||||1.5|1.6|1.7|||||1.83|||4.23|9.17|14.11|0.18|0.21|0.24|||||33.5|||21|||37||3|4.5|5.9|30|40|50|10|20|30|3|12|26|".32"|".32"|0|5|10|0|0|0|0|0|0|0|0|0|11|19|27||||7|17|24|6.1|7.3|8.4||||||||||0|2.7|7.3|||||||||||||||||||||"22552777"|"66692444"
"H3"||"H"||3||81|||152|||71||0|0|0|0|0|0|85|92.5|100|70|85|100|50|70|90|25|42.5|60||50|||3|||7|||15|||17|||8|||30||||||||10|20|30||||0.5|0.75|1||||1.5|1.6|1.7|||||1.68|||4.23|9.17|14.11|0.13|0.16|0.18|||||21|||13.1|||34||0|1.5|2.9|10|25|40|0|12.5|25|0|1|11|".28"|".28"|0|15|30|0|0|0|0|0|0|0|0|0|5|12.5|20||||4|11|18|6.6|7.5|8.4||||||||||0|1|4.4|||||||||||||||||||||"22552777"|"66692445"
"H1"||"H"||1||0|||25|||25||0|0|0|0|0|0|100|100|100|100|100|100|90|95|100|75|87.5|100||18|||2|||2|||4|||5|||5|||67||||||||14|15|27||||1|2|3||||1.3|1.45|1.6|||||1.52|||4.23|9.17|14.11|0.18|0.21|0.24|||||27|||11.4|||42||0|1.5|2.9|25|32.5|40|4|9.5|15|1|8|17|".43"|".43"|0|0|0|0|0|0|0|0|0|0|0|0|9|15.5|22||||3|10|20|5.1|6.2|7.3||||||||||0.7|5.9|11.1|||||||||||||||||||||"22552928"|"66692875"
"H2"||"H"||2||25|||97|||72||0|0|0|0|0|0|100|100|100|100|100|100|90|95|100|80|90|100||9|||0|||1|||1|||2|||5|||60||||||||28|31|35||||0.5|0.75|1||||1.4|1.5|1.6|||||1.71|||4.23|9.17|14.11|0.18|0.19|0.2|||||32.7|||19.6|||41||3|4.5|5.9|35|45|55|15|25|35|11|23|39|".43"|".43"|0|0|0|0|0|0|0|0|0|0|0|0|12|17.5|23||||4|9|16|5.1|5.8|6.5||||||||||3.3|6.6|10|||||||||||||||||||||"22552928"|"66692876"
"H3"||"H"||3||97|||142|||45||0|0|0|0|0|0|90|95|100|85|92.5|100|60|77.5|95|25|55|85||35|||1|||2|||9|||13|||10|||45||||||||18|20|27||||0.5|0.75|1||||1.5|1.6|1.7|||||1.68|||4.23|9.17|14.11|0.16|0.18|0.19|||||27.6|||13.3|||36||0|1.5|2.9|10|25|40|0|10|20|0|2|17|".43"|".43"|0|10|20|0|0|0|0|0|0|0|0|0|8|14|20||||3|10|18|5.1|6.5|7.8||||||||||0|3.9|9.4|||||||||||||||||||||"22552928"|"66692877"
"H4"||"H"||4||142|||178|||36||0|0|0|0|0|0|90|95|100|85|92.5|100|55|77.5|100|0|37.5|75||41|||2|||4|||8|||15|||12|||50||||||||5|9|20||||0|0.25|0.5||||1.5|1.6|1.7|||||1.68|||4.23|9.17|14.11|0.08|0.13|0.18||20.8|||15.8|||6.5|||36||0|1.5|2.9|0|20|40|0|7.5|15|0|0|11|".55"|".55"|15|28|40|0|0|0|0|0|0|0|0|0|2|7.5|13||||1|5|12|5.1|6.5|7.8||||||||||0|2.2|7.6|||||||||||||||||||||"22552928"|"66692878"
"H1"||"H"||||0|||25|||25||0|0|0|0|0|0|100|100|100|100|100|100|90|95|100|75|87.5|100|8|17|28||1|||2|||5|||6|||3||55|69|80|||||||8|14|22||||1|2.5|3||||1.3|1.45|1.6||||1.37|1.52|1.67||4.23|9.17|14.11|0.18|0.21|0.24||||21.6|27.1|30.9|6|11.5|16.7|36|41|47|0|1.5|2.9|25|32.5|40|4|9.5|15|1|8|17|".43"|".43"|0|0|0|0|0|0|0|0|0|0|0|0|7|13|19||||2|8|17|5.1|6.2|7.3||||||||||0.3|5.4|10.4|||||||||||||||||||||"22552930"|"66692879"
"H2"||"H"||2||25|||99|||74||0|0|0|0|0|0|100|100|100|100|100|100|90|95|100|75|87.5|100||10|||0|||1|||3|||4|||2|||61||||||||25|29|35||||0.5|0.75|1||||1.4|1.5|1.6|||||1.71|||4.23|9.17|14.11|0.18|0.19|0.2|||||32|||18.4|||41||3|4.5|5.9|25|40|55|5|20|35|2|17|39|".43"|".43"|0|0|0|0|0|0|0|0|0|0|0|0|10|16.5|23||||2|8|16|4.5|5.5|6.5||||||||||2.9|7.3|11.7|||||||||||||||||||||"22552930"|"66692880"
"H3"||"H"||3||99|||137|||38||0|0|0|0|0|0|95|97.5|100|90|95|100|85|90|95|55|67.5|80||40|||2|||3|||10|||15|||10|||32||||||||18|28|32||||0.5|0.75|1||||1.5|1.6|1.7|||||1.83|||4.23|9.17|14.11|0.12|0.14|0.16|||||31.8|||19.3|||36||3|4.5|5.9|20|35|50|5|17.5|30|0|9|24|".32"|".32"|0|5|10|0|0|0|0|0|0|0|0|0|11|17|23||||4|12|21|5.1|6.5|7.8||||||||||0|4.5|10|||||||||||||||||||||"22552930"|"66692881"
